Name,Own rate,Bonus pieces,Total runs,Cycles,Positive outcomes,Negative outcomes,Average profit,Average balance,Average bonus balance,Best outcome,Worst outcome,Average invested,Average withdraw failures,Average bonus cancellations,Average bonus cancellation failures,Average bonuses lost,Average bonuses completed,Errors
GXU,0.95,15,100000,360,46689,53311,2038.9572992827846,15470.19851949478,431.24122021128164,39946.97795061729,-11942.379000411522,13000.0,4.17919,62.68785,0.0,955.8252934995808,21.20777055555569,0
GXU,0.95,16,100000,360,46247,53753,1961.4349692721487,15370.933242964022,409.4982736903996,39823.14617766204,-11991.308732397767,13000.0,4.94295,79.0872,0.0,872.9056283932604,21.29679062500005,0
GXU,0.95,17,100000,360,46271,53729,1976.9575122979397,15369.442043584388,392.48453128609486,39859.24656862742,-11959.791176470595,13000.0,4.42296,75.19032,0.0,879.7140788957117,22.18856133219034,0
GXU,0.95,18,100000,360,46289,53711,2025.7049446528401,15408.96493501405,383.2599903610418,39859.90184209641,-11851.018518518513,13000.0,2.93192,52.77456,0.0,839.1665719866821,22.551189351849718,0
GXU,0.95,19,100000,360,46112,53888,1984.4305634975904,15357.262549381954,372.83198588460726,39888.60080409357,-11900.935160818713,13000.0,4.49823,85.46637,0.0,797.0242030916569,22.532215350879394,0
GXU,0.94,1,100000,360,49831,50169,2028.3558738601223,16325.747802360873,1297.391928501111,28344.330336814353,-11922.746592592594,13000.0,1.07154,1.07154,0.0,2690.6298182201476,1.6086000000000003,0
GXU,0.94,2,100000,360,50319,49681,2191.1590751993717,16460.1354311516,1268.9763559500802,28343.34611628473,-11955.514111111108,13000.0,1.06373,2.12746,0.0,2602.484718628585,4.645200000000001,0
GXU,0.94,3,100000,360,49665,50335,2113.61958381526,16291.178021703243,1177.5584378873464,31013.09733320585,-11825.23333333333,13000.0,2.68529,8.05587,0.0,2480.1352212540523,7.129400000000001,0
GXU,0.94,4,100000,360,50442,49558,2265.301752796096,16390.50671869292,1125.2049658972026,31568.978864653065,-11905.060370370364,13000.0,1.05614,4.22456,0.0,2399.6479963175266,9.3012475,0
GXU,0.94,5,100000,360,49462,50538,2151.8635147988116,16181.76827366127,1029.9047588659457,33572.661447192324,-11804.366433333336,13000.0,2.16254,10.8127,0.0,2094.84666434565,10.925466000000142,0
GXU,0.94,6,100000,360,49857,50143,2255.3463105647756,16220.151407547404,964.8050969821977,34683.47647532889,-11911.666666666668,13000.0,1.10458,6.62748,0.0,2185.6625720752595,12.924265000000007,0
GXU,0.94,7,100000,360,49506,50494,2264.537536283855,16164.152411859348,899.6148755756428,35028.1144025731,-11999.142857142859,13000.0,1.48707,10.40949,0.0,2016.456201890684,14.360191428574298,0
GXU,0.94,8,100000,360,49056,50944,2238.251632510388,16072.50845464267,834.2568221314274,35929.79872078836,-11877.568916666669,13000.0,1.06143,8.49144,0.0,1918.3883234055263,15.413116250000002,0
GXU,0.94,9,100000,360,48646,51354,2182.5399244456084,15967.2071065563,784.6671821109132,37093.881361674925,-11874.999999999998,13000.0,1.18895,10.70055,0.0,1708.9935902223974,16.16568000000199,0
GXU,0.94,10,100000,360,48467,51533,2186.004830046494,15922.683863212422,736.6790331639007,37662.50774505314,-11815.892986651232,13000.0,2.20941,22.0941,0.0,1622.2958164041404,17.178990999999787,0
GXU,0.94,11,100000,360,48319,51681,2244.15141139098,15936.356448501692,692.2050371106462,37219.72169792684,-11893.150606060597,13000.0,1.6455,18.1005,0.0,1616.4466534785859,18.2245272727321,0
GXU,0.94,12,100000,360,47952,52048,2143.0658080544595,15789.355265039043,646.2894569841075,37963.80939792446,-11939.509369935648,13000.0,1.05131,12.61572,0.0,1586.7491645120992,19.007525833333332,0
GXU,0.94,13,100000,360,47632,52368,2127.88025470088,15736.52079367626,608.640538975281,38210.135379076535,-11996.897435897434,13000.0,1.67185,21.73405,0.0,1480.6029628255199,19.51248153846994,0
GXU,0.94,14,100000,360,47677,52323,2149.689339298653,15732.093635111274,582.4042958127374,38164.659921609884,-11874.976190476193,13000.0,1.03613,14.50582,0.0,1451.318643107991,20.3416449999943,0
GXU,0.94,15,100000,360,47283,52717,2045.1996754180277,15592.010838992293,546.8111635745328,39139.07444039456,-11971.179851851854,13000.0,4.51689,67.75335,0.0,1291.6131979621905,20.332444666666316,0
GXU,0.94,16,100000,360,46467,53533,1925.9066707522384,15446.961600725264,521.0549299763475,39818.42368001545,-11970.405486651232,13000.0,7.11933,113.90928,0.0,1109.3209943112477,20.297489375,0
GXU,0.94,17,100000,360,47146,52854,2085.285674853328,15597.908861143367,512.6231862899783,39353.18735294117,-11972.231372549022,13000.0,1.817,30.889,0.0,1199.614510552256,21.446017058831607,0
GXU,0.94,18,100000,360,46803,53197,1984.1322432939003,15478.759253293252,494.6270099977696,39877.147217794074,-11902.852782205928,13000.0,0.78083,14.05494,0.0,1146.8147911747426,21.81153166666727,0
GXU,0.94,19,100000,360,47037,52963,2021.8635677121586,15502.865528167942,481.0019604559109,39931.601461988306,-11796.345906432747,13000.0,1.70353,32.36707,0.0,1103.1978614236536,22.130346315802104,0
GXU,0.93,1,100000,360,49579,50421,1658.106213546751,16186.233393826311,1528.1271802769668,27273.36444404334,-11835.333959980491,13000.0,2.48739,2.48739,0.0,2690.504014854946,0.8980999999999999,0
GXU,0.93,2,100000,360,50650,49350,1998.7638515928752,16495.512397871564,1496.7485462804875,26824.62241466748,-11631.028612758271,13000.0,2.0501,4.1002,0.0,2971.607114201298,3.6963499999999994,0
GXU,0.93,3,100000,360,51223,48777,2196.9417309111545,16640.081443817355,1443.139712906734,27424.578095590346,-11878.561008937759,13000.0,1.89947,5.69841,0.0,2908.604526363017,5.761466666666459,0
